Nama Barang,Brand,Lokasi,Terjual,Image Url,Link Produk,Deskripsi
Parfum Lazy Sunday Morning EDT 100ml For Unisex,ETC,Jakarta Barat,40+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/3/5b3df117-56cb-476a-8f51-7449de940687.png,https://www.tokopedia.com/etcstore/parfum-lazy-sunday-morning-edt-100ml-for-unisex?extParam=ivf%3Dfalse%26src%3Dsearch,"Link Try Me:https://www.tokopedia.com/etcstore/lazy-sunday-morning-edt-for-unisexLazy Sunday Morning adalah parfum wanita yang memiliki aroma yang segar, lembut, dan memikat. Salah satu aroma utama adalah aroma bunga mawar yang lembut dan feminin. Aroma mawar memberikan kehangatan dan sentuhan romantis pada parfum ini. Selain itu, terdapat juga sentuhan bunga-bungaan lainnya seperti akasia putih dan lily of the valley (lili konval). Aroma akasia putih memberikan kesan yang segar dan ringan, sementara lily of the valley memberikan nuansa floral yang menyegarkan.Aroma: Floral Woody MuskPerfume rating 3.76 out of 5 with 3,374 votesNamun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat mencarinya di internet."
Sansoe - Eau de Parfum - Discovery Set,Sansoe Fragrances,Jakarta Selatan,1rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/24/e9f49390-628b-447f-822c-c2a614e81441.jpg,https://www.tokopedia.com/sansoe/sansoe-eau-de-parfum-discovery-set?extParam=ivf%3Dfalse%26src%3Dsearch,"Discover a new world of scents with Sansoe Discovery Set3 x 5ml Eau de parfumLignum: Wood, musk, ambergris, pearCedrus: Ambrette, magnolia, cedarwood, ambergrisRosyn: Rose, oud, cloveAll Sansoe products are BPOM registered"
Decant Parfum Diptyque Orpheon EDP for Unisex,ETC,Jakarta Barat,80+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/4/82fc1b52-266a-4aab-869e-669c047d5d0f.png,https://www.tokopedia.com/etcstore/decant-parfum-diptyque-orpheon-edp-for-unisex-try-me-3ml-30ddc?extParam=ivf%3Dfalse%26src%3Dsearch,"Diptyque Orpheon adalah parfum pria dan wanita dengan nuansa powdery woody. Parfum ini terdiri dari Juniper Berries; Jasmine; Powdery Notes, Cedar, Tonka Bean.Namun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat mencarinya di internet."
ALT Perfume | Single Pack | Tester Vial | 5ml | Eau De Parfum Decant,Alt Perfume,Tangerang Selatan,2rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/1/27/f5eac98d-71a0-4e0e-90ff-5de30e43316c.jpg,https://www.tokopedia.com/altperfume/alt-perfume-single-pack-tester-vial-5ml-eau-de-parfum-decant-tahiti-edp?extParam=ivf%3Dfalse%26src%3Dsearch,"Mini Pack - Tester Vial - Eau de Parfum by Alt PerfumeryUntuk kamu yang mau cobain Alt Perfumery variants tapi belum mau blind buy, sekarang bisa Tester online FREE! Dengan harga IDR 35 ribu kamu bisa langsung dapat voucher next purchase senilai IDR 35,000 juga, jadi kamu bisa langsung incar perfume favorite kamu dan langsung cobain deh!â€¢Size : 5ml (per botol)â€¢ Category : Luxury EDPâ€¢ Longevity : Up to 8 hours**Varian Alt Mini Pack: 000 Series:âœ¹ BARON :Cardamom, Lavender, Lemon, Whisky, leather, Coffee, Cinnamon, Tonka Beans, Amber Incenseâœ¹ UPTOWN :Strawberry, Black currant, Red Apple, Citrus, Sweat pea, fressia, jasmine, roseâœ¹ FOXY : Passion fruit, Grapefruit, Pineapple, Peony, Red berry, vanilla orchid, jasmine, Musk, woody, oakmossSun Series:Moroccan Sunsetâ€¢ Top Notes : Neroli, bergamot, red fruitsâ€¢ Middle Notes : orange blossom, jasmine, cinnamon, resinâ€¢ Base Notes : Vanilla, caramel, musk, cedarwoodâ€¢ Usage time : Night and formalTahiti Sunriseâ€¢ Top Notes : Coconut, Fruity Notesâ€¢ Middle Notes : Sea Salt, Solar Notesâ€¢ Base Notes : Vanilla, Musk, Amberâ€¢ Usage time : Day & Night / Casual and Formal WearReverieâ€¢ Top Notes : Tuberose, Fruity Notesâ€¢ Middle Notes : Davana, Pink Pepperâ€¢ Base Notes : Vanilla, Myrrhâ€¢ Usage time : Day & Night / Casual and Formal WearMartini in New Yorkâ€¢ Top Notes : TBAâ€¢ Middle Notes : TBAâ€¢ Base Notes : TBA â€¢ Usage time : Day & Night / Casual and Formal Wear**Ketahanan parfum bisa berbeda beda disetiap pemakainya. Tergantung dengan jenin kulit, tingkat kelembapan kulit (semakin lembap semakin tahan lama), keadaan cuaca, jumlah keringat, suhu badan."
Parfum Fragrance World French Avenue Glorious Oud EDP 80ml for Unisex,ETC,Jakarta Barat,40+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/19/2784afb4-ab6c-4762-918f-30fe17695795.png,https://www.tokopedia.com/etcstore/parfum-fragrance-world-french-avenue-glorious-oud-edp-80ml-for-unisex?extParam=ivf%3Dfalse%26src%3Dsearch,"Parfum ini mengingatkanku akan Initio Oud For GreatnessFragrance World Glorious Oud adalah parfum pria wanita dengan nuansa Oriental. Aromanya terdiri Saffron, Nutmeg, dan Lavender di top notes; Oud di Middle Notes; serta Musk dan Patchouli di base notes.Aroma: OrientalNamun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat mencarinya di internet."
Decant Parfum By The Fireplace Unisex EDT,ETC,Jakarta Barat,30+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/5/e120ae4b-0adf-4cb4-aca9-e9075c8c01d4.png,https://www.tokopedia.com/etcstore/decant-parfum-by-the-fireplace-unisex-edt-try-me-1ml-49a2d?extParam=ivf%3Dfalse%26src%3Dsearch,"Link Produk:https://tokopedia.com/etcstore/parfum-maison-margiela-replica-by-the-fireplace-edt-100ml-for-unisexhttps://tokopedia.com/etcstore/parfum-by-the-fireplace-edt-30ml-for-unisexBy the Fireplace adalah parfum Pria Wanita dengan nuansa Woody. Parfum ini memiliki notes yang terdiri dari Cloves, Pink Pepper dan Orange Blossom di Top Notes; Chestnut, Guaiac Wood dan Juniper pada Middle Notes; Serta Vanilla, Peru Balsam dan Cashmeran pada Base Notes.Aroma: WoodyPerfume rating 4.27 out of 5 with 10,373 votesNamun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat mencarinya di internet."
Scarlett Whitening Eau De Parfum Bundling,Scarlett Whitening Official Shop,Jakarta Utara,1rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/12/7/a13fe95e-ddf3-47a0-bae2-131303c4e74f.png,https://www.tokopedia.com/scarlettwhite/scarlett-whitening-eau-de-parfum-bundling-passion-eupho?extParam=ivf%3Dfalse%26src%3Dsearch,"Scarlett Whitening Eau De Parfum 30mlScarlett Whitening Eau De Parfum a Perfection untuk berikan kesegaran dan keharuman mewah dalam setiap semprotan dengan kemasan yang Ready To Go cocok untuk temani harimu, mudah dibawa kemana pun dan kapan pun tanpa takut pecah! dengan wangi yang mewahLuxurious Scent with Affordable Price.Bundle ini terdiri dari :1. Scarlett Whitening Eau De Parfum DreamySize - 30mlGender - Unisex | WomanTop Notes - Bergamot, Mandarin, Ginger, PearMiddle Notes - Jasmine, Tuberose, Orange Flower, GourmandBase Notes - Amber Dry, Cashmeran, Heliotrope, Vanilla2. Scarlett Whitening Eau De Parfum Sweet MemoriesSize - 30mlGender - Unisex | WomanTop Notes - Egyptian Balsam, Grapefruit, Damask RoseMiddle Notes - Vanilla, Honeysuckle, Jasmine, PeachBase Notes - Musky, Cashmeran, Amber3. Scarlett Whitening Eau De Parfum Euphoria 30mlSize - 30mlGender - Unisex | WomanTop Notes - Neroli, Pear, Mandarin, Exotic FruitsMiddle Notes - Orange Flower, Jasmine, Rose, PeachBase Notes - Woody, Vanilla, Tonka Bean, Milk4. Scarlett Whitening Eau De Parfum Passionate 30mlSize - 30mlGender - Unisex | WomanTop Notes - Pear, Apple, JasmineMiddle Notes - Ambrette, Moss, Ylang, Violet LeafBase Notes - Woody, Amber, MuskySemprotkan Scarlett Whitening Eau De Parfum  di area titik nadi dan area leher agar wangi tahan lebih lama."
Decant Parfum Fragrance World Ace of Spades EDP for Unisex,ETC,Jakarta Barat,100+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/6/baa83496-eb4f-415b-98e1-b099fda603ed.png,https://www.tokopedia.com/etcstore/decant-parfum-fragrance-world-ace-of-spades-edp-for-unisex-1ml-823f2?extParam=ivf%3Dfalse%26src%3Dsearch,"Fragrance World Ace of Spades adalah parfum pria dan wanita dengan nuansa Woody, Vanilla, Sweet.Parfum ini mengingatkan pada MMM Replica by The Fireplace. Parfum ini terdiri dari Woodsy Notes ,Agarwood (Oud), Vanilla , Sugar, Agarwood (Oud), Sandalwood and Herbal NotesNamun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat mencarinya di internet."
Parfum Fragrance World Cocktail Intense EDP Unisex 100 ML,Rumah Parfum,Jakarta Barat,100+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/16/5457c4bf-2851-4920-b15f-b38faec0e164.jpg,https://www.tokopedia.com/rumahparfumcom/parfum-fragrance-world-cocktail-intense-edp-unisex-100-ml-100-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Pembelian di toko kami dapat dilengkapi dengan Faktur Pajak. Ketentuan dapat dilihat pada Catatan Toko.Kemiripan Aroma Dengan K*****n Angel ShareDescription	:	-Top Note	:	CognacMiddle Note	:	Cinnamon, Tonka Bean and OakBase Note	:	Praline, Vanilla and SandalwoodGender	UnisexUkuran	100 MLJenis	EDPKekuatan Aroma	SedangKetahanan Aroma	6 - 10 JamWaktu Pemakaian	Sehari-hariUmur Pemakai	Segala umurKlasifikasi Aroma	Amber VanillaTahun diluncurkan	-"
Parfum Pria Wanita Fragrance World Neroli Riviera Unisex 80 ML,Rumah Parfum,Jakarta Barat,21 terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/25/6197200c-69e1-4f7b-95ec-db620fef58e1.jpg,https://www.tokopedia.com/rumahparfumcom/parfum-pria-wanita-fragrance-world-neroli-riviera-unisex-80-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Pembelian di toko kami dapat dilengkapi dengan Faktur Pajak. Ketentuan dapat dilihat pada Catatan Toko.Gender	UnisexUkuran	80 MLJenis	EDPDescription	:	-Top Note	:	Bergamot, Mandarin Orange, Lemon, Bitter Orange, Lavender, Rosemary and MyrtleMiddle Note	:	African Orange Flower, Neroli, Jasmine and PitosporumBase Note	:	Amber, Angelica and Ambrette (Musk Mallow)Kekuatan Aroma	SedangKetahanan Aroma	6 - 10 JamWaktu Pemakaian	Sehari-hariUmur Pemakai	Segala umurKlasifikasi Aroma	Citrus AromaticTahun diluncurkan	-"
Parfum Fragrance World Eau De Spice Mark & Victor EDP 100ml For Men,ETC,Jakarta Barat,22 terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/23/d67affbf-4578-41ce-94bd-5d8438b27ee6.png,https://www.tokopedia.com/etcstore/parfum-fragrance-world-eau-de-spice-mark-victor-edp-100ml-for-men?extParam=ivf%3Dfalse%26src%3Dsearch,"Link Try Me :https://tokopedia.com/etcstore/decant-parfum-fragrance-world-de-spice-mark-victor-edp-for-menInspired By VR SpicebombFragrance World De Spice Mark & Victor adalah parfum pria dan wanita dengan aroma Warm Spicy dengan Top notes : Pink Pepper, elemi, Bergamot and Grapefruit, Middle note : Cinnamon, Saffron and Paprika, Base notes : Leather and VetiverNamun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat membaca artikel atau menonton review secara mandiri."
Decant Parfum Armaf Club de nuit Sillage EDP For Unisex,ETC,Jakarta Barat,500+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/11/d505a0cc-735f-4bb2-85c7-f3081a8528de.png,https://www.tokopedia.com/etcstore/decant-parfum-armaf-club-de-nuit-sillage-edp-for-unisex-try-me-10ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Link Produk:https://tokopedia.com/etcstore/parfum-armaf-club-de-nuit-sillage-edp-105ml-for-unisexArmaf Club de Nuit Sillage adalah parfum pria wanita dengan nuansa Floral Woody Musk. Aroma parfum ini terdiri dari Bergamot, Black Currant, Lemon, Lime, Violet Leaf dan Ginger, Rose, Jasmine  Iris , Ambroxan, Musk, Sandalwood dan Cedar .Perfume dupe: Creed Silver Mountain WaterAroma: Floral Woody MuskPerfume rating 4.04 out of 5 with 1,552 votesNamun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat membaca artikel atau menonton review secara mandiri."
Morris Parfum Unisex Travel Edition 100ml,Morris Parfum,Jakarta Barat,4rb+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/13/b37d4f45-6325-4e65-82ab-d77505b24a79.jpg,https://www.tokopedia.com/morrisparfum/morris-parfum-unisex-travel-edition-100ml-hokkaido?extParam=cmp%3D1%26ivf%3Dtrue%26src%3Dsearch,"Note: Tersedia tutup botol Hitam dan Emas secara randomVarian t :MORRIS EAU DE PARFUM TRAVEL Edition CAPPADOCIA : Perpaduan antara oud dan musky menghasilkan aroma khas timur tengah yang kuat dan tahan lama, parfum dengan aroma ini sangat cocok bagi kita semua yang ingin merasakan sensasi berlibur di daerah subtropis seperti Cappadocia.MORRIS EAU DE PARFUM TRAVEL Edition PARIS :Aroma awal dari lemon, pineapple dan thyme memunculkan kombinasi aroma manis dan segar, kemudian disusul dengan aroma bunga mawar yang romantis serta diakhiri dengan aroma musky yang unik akan memberikan sensasi seperti berada di kota paris bagi kita semua yang memakai parfum ini.MORRIS EAU DE PARFUM TRAVEL Edition VENICE :Parfum ini memiliki keharuman buah-buahan yang segar dan ringan sehingga memberikan kesan seksi yang segar, serta dikombinasikan dengan aroma bunga yang memiliki ciri khas klasik dan romantis sangat cocok bagi kita semua yang sedang jatuh cinta dan ingin merasakan keromantisan kota venice.MORRIS EAU DE PARFUM TRAVEL Edition BALI :Perpaduan aroma dari fruity floral yang memberikan kesan seksi pada parfum ini mengingatkan kita dengan pulau bali yang sangat indah dan eksotis, cocok digunakan bagi kita semua yang rindu untuk kembali berlibur dan menikmati keindahan pulau dewata tersebut.MORRIS EAU DE PARFUM TRAVEL Edition SANTORINI :Dengan aroma pembuka fruity sweet yang menggoda serta aroma ozone yang ringan dan menyegarkan akan membuat siapa saja yang memakai parfum ini akan terasa seperti berlibur dipantai, parfum ini sangat cocok digunakan bagi siapa saja yang ingin menghilangkan kejenuhan terhadap rutinitas yang padat di tengah-tengah kota.MORRIS EAU DE PARFUM TRAVEL Edition HOKKAIDO :Parfum ini mempunyai aroma dari kombinasi floral yang menyegarkan serta aroma musky yang lembut akan terkesan seperti berada di japan bagi siapa saja yang memakainya, sangat cocok digunakan bagi siapa saja yang ingin merasakan sensai berlibur di negeri sakura tersebut."
Parfum Pria Wanita Zimaya Red Carpet Paragon Unisex 100 ML,Rumah Parfum,Jakarta Barat,24 terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/14/1218c772-0af2-4c98-8c46-734e695fdfeb.jpg,https://www.tokopedia.com/rumahparfumcom/parfum-pria-wanita-zimaya-red-carpet-paragon-unisex-100-ml?extParam=ivf%3Dfalse%26src%3Dsearch,"Pembelian di toko kami dapat dilengkapi dengan Faktur Pajak. Ketentuan dapat dilihat pada Catatan Toko.Gender	UnisexUkuran	100 MLJenis	EDPDescription	:	Top Note	:	Spices, Blood Orange, Black PepperMiddle Note	:	Lavender, Orange, AmberBase Note	:	Wood, Moss, Musk, Tonka BeanKekuatan Aroma	SedangKetahanan Aroma	6 - 10 JamWaktu Pemakaian	Sehari-hariUmur Pemakai	Segala umurKlasifikasi Aroma	Fresh SpicyTahun diluncurkan	-"
Parfum Fragrance World Mocha Wood EDP 100ml for Unisex,ETC,Jakarta Barat,70+ terjual,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/19/f1af162b-635b-4983-83fe-7813152da27b.png,https://www.tokopedia.com/etcstore/parfum-fragrance-world-mocha-wood-edp-100ml-for-unisex?extParam=ivf%3Dfalse%26src%3Dsearch,"Parfum ini mengingatkanku akan Boadicea The Victorious Hero / Montale Intense CafeFragrance World Mocha Wood adalah parfum pria dengan nuansa Oriental Spicy. Aromanya terdiri Coffee, Hazelnut, Saffron, Ylang-Ylang dan Rhubarb di top notes; Rose, T0bacc0, Tonka Bean, Patchouli dan Sandalwood di Middle Notes; serta Siam Benzoin, Fir Resin, Indian Oud dan Guaiac Wood di base notes.Aroma: Oriental SpicyNamun, penting untuk diingat bahwa pengalaman aroma parfum dapat bervariasi antara individu karena interaksi dengan pH kulit dan kepekaan aroma pribadi.Disclaimers:Berdasarkan peraturan HAK KEKAYAAN INTELEKTUAL (HAKI) yang berlaku, maka untuk informasi produk yang lebih detail anda dapat mencarinya di internet."
